,,DY,RI,PI,MV
MSVENF$,2008-04-17,,,,
MSVENF$,2008-04-18,,,,
MSVENF$,2008-04-21,,,,
MSVENF$,2008-04-22,,,,
MSVENF$,2008-04-23,,,,
MSVENF$,2008-04-24,,,,
MSVENF$,2008-04-25,,,,
MSVENF$,2008-04-28,,,,
MSVENF$,2008-04-29,,,,
MSVENF$,2008-04-30,,,,
MSVENF$,2008-05-01,,,,
MSVENF$,2008-05-02,,,,
MSVENF$,2008-05-05,,,,
MSVENF$,2008-05-06,,,,
MSVENF$,2008-05-07,,,,
MSVENF$,2008-05-08,,,,
MSVENF$,2008-05-09,,,,
MSVENF$,2008-05-12,,,,
MSVENF$,2008-05-13,,,,
MSVENF$,2008-05-14,,,,
MSVENF$,2008-05-15,,,,
MSVENF$,2008-05-16,,,,
MSVENF$,2008-05-19,,,,
MSVENF$,2008-05-20,,,,
MSVENF$,2008-05-21,,,,
MSVENF$,2008-05-22,,,,
MSVENF$,2008-05-23,,,,
MSVENF$,2008-05-26,,,,
MSVENF$,2008-05-27,,,,
MSVENF$,2008-05-28,,,,
MSVENF$,2008-05-29,,,,
MSVENF$,2008-05-30,,,,
MSVENF$,2008-06-02,,,,
MSVENF$,2008-06-03,,,,
MSVENF$,2008-06-04,,,,
MSVENF$,2008-06-05,,,,
MSVENF$,2008-06-06,,,,
MSVENF$,2008-06-09,,,,
MSVENF$,2008-06-10,,,,
MSVENF$,2008-06-11,,,,
MSVENF$,2008-06-12,,,,
MSVENF$,2008-06-13,,,,
MSVENF$,2008-06-16,,,,
MSVENF$,2008-06-17,,,,
MSVENF$,2008-06-18,,,,
MSVENF$,2008-06-19,,,,
MSVENF$,2008-06-20,,,,
MSVENF$,2008-06-23,,,,
MSVENF$,2008-06-24,,,,
MSVENF$,2008-06-25,,,,
MSVENF$,2008-06-26,,,,
MSVENF$,2008-06-27,,,,
MSVENF$,2008-06-30,,,,
MSVENF$,2008-07-01,,,,
MSVENF$,2008-07-02,,,,
MSVENF$,2008-07-03,,,,
MSVENF$,2008-07-04,,,,
MSVENF$,2008-07-07,,,,
MSVENF$,2008-07-08,,,,
MSVENF$,2008-07-09,,,,
MSVENF$,2008-07-10,,,,
MSVENF$,2008-07-11,,,,
MSVENF$,2008-07-14,,,,
MSVENF$,2008-07-15,,,,
MSVENF$,2008-07-16,,,,
MSVENF$,2008-07-17,,,,
MSVENF$,2008-07-18,,,,
MSVENF$,2008-07-21,,,,
MSVENF$,2008-07-22,,,,
MSVENF$,2008-07-23,,,,
MSVENF$,2008-07-24,,,,
MSVENF$,2008-07-25,,,,
MSVENF$,2008-07-28,,,,
MSVENF$,2008-07-29,,,,
MSVENF$,2008-07-30,,,,
MSVENF$,2008-07-31,,,,
MSVENF$,2008-08-01,,,,
MSVENF$,2008-08-04,,,,
MSVENF$,2008-08-05,,,,
MSVENF$,2008-08-06,,,,
MSVENF$,2008-08-07,,,,
MSVENF$,2008-08-08,,,,
MSVENF$,2008-08-11,,,,
MSVENF$,2008-08-12,,,,
MSVENF$,2008-08-13,,,,
MSVENF$,2008-08-14,,,,
MSVENF$,2008-08-15,,,,
MSVENF$,2008-08-18,,,,
MSVENF$,2008-08-19,,,,
MSVENF$,2008-08-20,,,,
MSVENF$,2008-08-21,,,,
MSVENF$,2008-08-22,,,,
MSVENF$,2008-08-25,,,,
MSVENF$,2008-08-26,,,,
MSVENF$,2008-08-27,,,,
MSVENF$,2008-08-28,,,,
MSVENF$,2008-08-29,,,,
MSVENF$,2008-09-01,,,,
MSVENF$,2008-09-02,,,,
MSVENF$,2008-09-03,,,,
MSVENF$,2008-09-04,,,,
MSVENF$,2008-09-05,,,,
MSVENF$,2008-09-08,,,,
MSVENF$,2008-09-09,,,,
MSVENF$,2008-09-10,,,,
MSVENF$,2008-09-11,,,,
MSVENF$,2008-09-12,,,,
MSVENF$,2008-09-15,,,,
MSVENF$,2008-09-16,,,,
MSVENF$,2008-09-17,,,,
MSVENF$,2008-09-18,,,,
MSVENF$,2008-09-19,,,,
MSVENF$,2008-09-22,,,,
MSVENF$,2008-09-23,,,,
MSVENF$,2008-09-24,,,,
MSVENF$,2008-09-25,,,,
MSVENF$,2008-09-26,,,,
MSVENF$,2008-09-29,,,,
MSVENF$,2008-09-30,,,,
MSVENF$,2008-10-01,,,,
MSVENF$,2008-10-02,,,,
MSVENF$,2008-10-03,,,,
MSVENF$,2008-10-06,,,,
MSVENF$,2008-10-07,,,,
MSVENF$,2008-10-08,,,,
MSVENF$,2008-10-09,,,,
MSVENF$,2008-10-10,,,,
MSVENF$,2008-10-13,,,,
MSVENF$,2008-10-14,,,,
MSVENF$,2008-10-15,,,,
MSVENF$,2008-10-16,,,,
MSVENF$,2008-10-17,,,,
MSVENF$,2008-10-20,,,,
MSVENF$,2008-10-21,,,,
MSVENF$,2008-10-22,,,,
MSVENF$,2008-10-23,,,,
MSVENF$,2008-10-24,,,,
MSVENF$,2008-10-27,,,,
MSVENF$,2008-10-28,,,,
MSVENF$,2008-10-29,,,,
MSVENF$,2008-10-30,,,,
MSVENF$,2008-10-31,,,,
MSVENF$,2008-11-03,,,,
MSVENF$,2008-11-04,,,,
MSVENF$,2008-11-05,,,,
MSVENF$,2008-11-06,,,,
MSVENF$,2008-11-07,,,,
MSVENF$,2008-11-10,,,,
MSVENF$,2008-11-11,,,,
MSVENF$,2008-11-12,,,,
MSVENF$,2008-11-13,,,,
MSVENF$,2008-11-14,,,,
MSVENF$,2008-11-17,,,,
MSVENF$,2008-11-18,,,,
MSVENF$,2008-11-19,,,,
MSVENF$,2008-11-20,,,,
MSVENF$,2008-11-21,,,,
MSVENF$,2008-11-24,,,,
MSVENF$,2008-11-25,,,,
MSVENF$,2008-11-26,,,,
MSVENF$,2008-11-27,,,,
MSVENF$,2008-11-28,,,,
MSVENF$,2008-12-01,,,,
MSVENF$,2008-12-02,,,,
MSVENF$,2008-12-03,,,,
MSVENF$,2008-12-04,,,,
MSVENF$,2008-12-05,,,,
MSVENF$,2008-12-08,,,,
MSVENF$,2008-12-09,,,,
MSVENF$,2008-12-10,,,,
MSVENF$,2008-12-11,,,,
MSVENF$,2008-12-12,,,,
MSVENF$,2008-12-15,,,,
MSVENF$,2008-12-16,,,,
MSVENF$,2008-12-17,,,,
MSVENF$,2008-12-18,,,,
MSVENF$,2008-12-19,,,,
MSVENF$,2008-12-22,,,,
MSVENF$,2008-12-23,,,,
MSVENF$,2008-12-24,,,,
MSVENF$,2008-12-25,,,,
MSVENF$,2008-12-26,,,,
MSVENF$,2008-12-29,,,,
MSVENF$,2008-12-30,,,,
MSVENF$,2008-12-31,,,,
MSVENF$,2009-01-01,,,,
MSVENF$,2009-01-02,,,,
MSVENF$,2009-01-05,,,,
MSVENF$,2009-01-06,,,,
MSVENF$,2009-01-07,,,,
MSVENF$,2009-01-08,,,,
MSVENF$,2009-01-09,,,,
MSVENF$,2009-01-12,,,,
MSVENF$,2009-01-13,,,,
MSVENF$,2009-01-14,,,,
MSVENF$,2009-01-15,,,,
MSVENF$,2009-01-16,,,,
MSVENF$,2009-01-19,,,,
MSVENF$,2009-01-20,,,,
MSVENF$,2009-01-21,,,,
MSVENF$,2009-01-22,,,,
MSVENF$,2009-01-23,,,,
MSVENF$,2009-01-26,,,,
MSVENF$,2009-01-27,,,,
MSVENF$,2009-01-28,,,,
MSVENF$,2009-01-29,,,,
MSVENF$,2009-01-30,,,,
MSVENF$,2009-02-02,,,,
MSVENF$,2009-02-03,,,,
MSVENF$,2009-02-04,,,,
MSVENF$,2009-02-05,,,,
MSVENF$,2009-02-06,,,,
MSVENF$,2009-02-09,,,,
MSVENF$,2009-02-10,,,,
MSVENF$,2009-02-11,,,,
MSVENF$,2009-02-12,,,,
MSVENF$,2009-02-13,,,,
MSVENF$,2009-02-16,,,,
MSVENF$,2009-02-17,,,,
MSVENF$,2009-02-18,,,,
MSVENF$,2009-02-19,,,,
MSVENF$,2009-02-20,,,,
MSVENF$,2009-02-23,,,,
MSVENF$,2009-02-24,,,,
MSVENF$,2009-02-25,,,,
MSVENF$,2009-02-26,,,,
MSVENF$,2009-02-27,,,,
MSVENF$,2009-03-02,,,,
MSVENF$,2009-03-03,,,,
MSVENF$,2009-03-04,,,,
MSVENF$,2009-03-05,,,,
MSVENF$,2009-03-06,,,,
MSVENF$,2009-03-09,,,,
MSVENF$,2009-03-10,,,,
MSVENF$,2009-03-11,,,,
MSVENF$,2009-03-12,,,,
MSVENF$,2009-03-13,,,,
MSVENF$,2009-03-16,,,,
MSVENF$,2009-03-17,,,,
MSVENF$,2009-03-18,,,,
MSVENF$,2009-03-19,,,,
MSVENF$,2009-03-20,,,,
MSVENF$,2009-03-23,,,,
MSVENF$,2009-03-24,,,,
MSVENF$,2009-03-25,,,,
MSVENF$,2009-03-26,,,,
MSVENF$,2009-03-27,,,,
MSVENF$,2009-03-30,,,,
MSVENF$,2009-03-31,,,,
MSVENF$,2009-04-01,,,,
MSVENF$,2009-04-02,,,,
MSVENF$,2009-04-03,,,,
MSVENF$,2009-04-06,,,,
MSVENF$,2009-04-07,,,,
MSVENF$,2009-04-08,,,,
MSVENF$,2009-04-09,,,,
MSVENF$,2009-04-10,,,,
MSVENF$,2009-04-13,,,,
MSVENF$,2009-04-14,,,,
MSVENF$,2009-04-15,,,,
MSVENF$,2009-04-16,,,,
MSVENF$,2009-04-17,,,,
MSVENF$,2009-04-20,,,,
MSVENF$,2009-04-21,,,,
MSVENF$,2009-04-22,,,,
MSVENF$,2009-04-23,,,,
MSVENF$,2009-04-24,,,,
MSVENF$,2009-04-27,,,,
MSVENF$,2009-04-28,,,,
MSVENF$,2009-04-29,,,,
MSVENF$,2009-04-30,,,,
MSVENF$,2009-05-01,,,,
MSVENF$,2009-05-04,,,,
MSVENF$,2009-05-05,,,,
MSVENF$,2009-05-06,,,,
MSVENF$,2009-05-07,,,,
MSVENF$,2009-05-08,,,,
MSVENF$,2009-05-11,,,,
MSVENF$,2009-05-12,,,,
MSVENF$,2009-05-13,,,,
MSVENF$,2009-05-14,,,,
MSVENF$,2009-05-15,,,,
MSVENF$,2009-05-18,,,,
MSVENF$,2009-05-19,,,,
MSVENF$,2009-05-20,,,,
MSVENF$,2009-05-21,,,,
MSVENF$,2009-05-22,,,,
MSVENF$,2009-05-25,,,,
MSVENF$,2009-05-26,,,,
MSVENF$,2009-05-27,,,,
MSVENF$,2009-05-28,,,,
MSVENF$,2009-05-29,,,,
MSVENF$,2009-06-01,,,,
MSVENF$,2009-06-02,,,,
MSVENF$,2009-06-03,,,,
MSVENF$,2009-06-04,,,,
MSVENF$,2009-06-05,,,,
MSVENF$,2009-06-08,,,,
MSVENF$,2009-06-09,,,,
MSVENF$,2009-06-10,,,,
MSVENF$,2009-06-11,,,,
MSVENF$,2009-06-12,,,,
MSVENF$,2009-06-15,,,,
MSVENF$,2009-06-16,,,,
MSVENF$,2009-06-17,,,,
MSVENF$,2009-06-18,,,,
MSVENF$,2009-06-19,,,,
MSVENF$,2009-06-22,,,,
MSVENF$,2009-06-23,,,,
MSVENF$,2009-06-24,,,,
MSVENF$,2009-06-25,,,,
MSVENF$,2009-06-26,,,,
MSVENF$,2009-06-29,,,,
MSVENF$,2009-06-30,,,,
MSVENF$,2009-07-01,,,,
MSVENF$,2009-07-02,,,,
MSVENF$,2009-07-03,,,,
MSVENF$,2009-07-06,,,,
MSVENF$,2009-07-07,,,,
MSVENF$,2009-07-08,,,,
MSVENF$,2009-07-09,,,,
MSVENF$,2009-07-10,,,,
MSVENF$,2009-07-13,,,,
MSVENF$,2009-07-14,,,,
MSVENF$,2009-07-15,,,,
MSVENF$,2009-07-16,,,,
MSVENF$,2009-07-17,,,,
MSVENF$,2009-07-20,,,,
MSVENF$,2009-07-21,,,,
MSVENF$,2009-07-22,,,,
MSVENF$,2009-07-23,,,,
MSVENF$,2009-07-24,,,,
MSVENF$,2009-07-27,,,,
MSVENF$,2009-07-28,,,,
MSVENF$,2009-07-29,,,,
MSVENF$,2009-07-30,,,,
MSVENF$,2009-07-31,,,,
MSVENF$,2009-08-03,,,,
MSVENF$,2009-08-04,,,,
MSVENF$,2009-08-05,,,,
MSVENF$,2009-08-06,,,,
MSVENF$,2009-08-07,,,,
MSVENF$,2009-08-10,,,,
MSVENF$,2009-08-11,,,,
MSVENF$,2009-08-12,,,,
MSVENF$,2009-08-13,,,,
MSVENF$,2009-08-14,,,,
MSVENF$,2009-08-17,,,,
MSVENF$,2009-08-18,,,,
MSVENF$,2009-08-19,,,,
MSVENF$,2009-08-20,,,,
MSVENF$,2009-08-21,,,,
MSVENF$,2009-08-24,,,,
MSVENF$,2009-08-25,,,,
MSVENF$,2009-08-26,,,,
MSVENF$,2009-08-27,,,,
MSVENF$,2009-08-28,,,,
MSVENF$,2009-08-31,,,,
MSVENF$,2009-09-01,,,,
MSVENF$,2009-09-02,,,,
MSVENF$,2009-09-03,,,,
MSVENF$,2009-09-04,,,,
MSVENF$,2009-09-07,,,,
MSVENF$,2009-09-08,,,,
MSVENF$,2009-09-09,,,,
MSVENF$,2009-09-10,,,,
MSVENF$,2009-09-11,,,,
MSVENF$,2009-09-14,,,,
MSVENF$,2009-09-15,,,,
MSVENF$,2009-09-16,,,,
MSVENF$,2009-09-17,,,,
MSVENF$,2009-09-18,,,,
MSVENF$,2009-09-21,,,,
MSVENF$,2009-09-22,,,,
MSVENF$,2009-09-23,,,,
MSVENF$,2009-09-24,,,,
MSVENF$,2009-09-25,,,,
MSVENF$,2009-09-28,,,,
MSVENF$,2009-09-29,,,,
MSVENF$,2009-09-30,,,,
MSVENF$,2009-10-01,,,,
MSVENF$,2009-10-02,,,,
MSVENF$,2009-10-05,,,,
MSVENF$,2009-10-06,,,,
MSVENF$,2009-10-07,,,,
MSVENF$,2009-10-08,,,,
MSVENF$,2009-10-09,,,,
MSVENF$,2009-10-12,,,,
MSVENF$,2009-10-13,,,,
MSVENF$,2009-10-14,,,,
MSVENF$,2009-10-15,,,,
MSVENF$,2009-10-16,,,,
MSVENF$,2009-10-19,,,,
MSVENF$,2009-10-20,,,,
MSVENF$,2009-10-21,,,,
MSVENF$,2009-10-22,,,,
MSVENF$,2009-10-23,,,,
MSVENF$,2009-10-26,,,,
MSVENF$,2009-10-27,,,,
MSVENF$,2009-10-28,,,,
MSVENF$,2009-10-29,,,,
MSVENF$,2009-10-30,,,,
MSVENF$,2009-11-02,,,,
MSVENF$,2009-11-03,,,,
MSVENF$,2009-11-04,,,,
MSVENF$,2009-11-05,,,,
MSVENF$,2009-11-06,,,,
MSVENF$,2009-11-09,,,,
MSVENF$,2009-11-10,,,,
MSVENF$,2009-11-11,,,,
MSVENF$,2009-11-12,,,,
MSVENF$,2009-11-13,,,,
MSVENF$,2009-11-16,,,,
MSVENF$,2009-11-17,,,,
MSVENF$,2009-11-18,,,,
MSVENF$,2009-11-19,,,,
MSVENF$,2009-11-20,,,,
MSVENF$,2009-11-23,,,,
MSVENF$,2009-11-24,,,,
MSVENF$,2009-11-25,,,,
MSVENF$,2009-11-26,,,,
MSVENF$,2009-11-27,,,,
MSVENF$,2009-11-30,,,,
MSVENF$,2009-12-01,,,,
MSVENF$,2009-12-02,,,,
MSVENF$,2009-12-03,,,,
MSVENF$,2009-12-04,,,,
MSVENF$,2009-12-07,,,,
MSVENF$,2009-12-08,,,,
MSVENF$,2009-12-09,,,,
MSVENF$,2009-12-10,,,,
MSVENF$,2009-12-11,,,,
MSVENF$,2009-12-14,,,,
MSVENF$,2009-12-15,,,,
MSVENF$,2009-12-16,,,,
MSVENF$,2009-12-17,,,,
MSVENF$,2009-12-18,,,,
MSVENF$,2009-12-21,,,,
MSVENF$,2009-12-22,,,,
MSVENF$,2009-12-23,,,,
MSVENF$,2009-12-24,,,,
MSVENF$,2009-12-25,,,,
MSVENF$,2009-12-28,,,,
MSVENF$,2009-12-29,,,,
MSVENF$,2009-12-30,,,,
MSVENF$,2009-12-31,,,,
MSVENF$,2010-01-01,,,,
MSVENF$,2010-01-04,,,,
MSVENF$,2010-01-05,,,,
MSVENF$,2010-01-06,,,,
MSVENF$,2010-01-07,,,,
MSVENF$,2010-01-08,,,,
MSVENF$,2010-01-11,,,,
MSVENF$,2010-01-12,,,,
MSVENF$,2010-01-13,,,,
MSVENF$,2010-01-14,,,,
MSVENF$,2010-01-15,,,,
MSVENF$,2010-01-18,,,,
MSVENF$,2010-01-19,,,,
MSVENF$,2010-01-20,,,,
MSVENF$,2010-01-21,,,,
MSVENF$,2010-01-22,,,,
MSVENF$,2010-01-25,,,,
MSVENF$,2010-01-26,,,,
MSVENF$,2010-01-27,,,,
MSVENF$,2010-01-28,,,,
MSVENF$,2010-01-29,,,,
MSVENF$,2010-02-01,,,,
MSVENF$,2010-02-02,,,,
MSVENF$,2010-02-03,,,,
MSVENF$,2010-02-04,,,,
MSVENF$,2010-02-05,,,,
MSVENF$,2010-02-08,,,,
MSVENF$,2010-02-09,,,,
MSVENF$,2010-02-10,,,,
MSVENF$,2010-02-11,,,,
MSVENF$,2010-02-12,,,,
MSVENF$,2010-02-15,,,,
MSVENF$,2010-02-16,,,,
MSVENF$,2010-02-17,,,,
MSVENF$,2010-02-18,,,,
MSVENF$,2010-02-19,,,,
MSVENF$,2010-02-22,,,,
MSVENF$,2010-02-23,,,,
MSVENF$,2010-02-24,,,,
MSVENF$,2010-02-25,,,,
MSVENF$,2010-02-26,,,,
MSVENF$,2010-03-01,,,,
MSVENF$,2010-03-02,,,,
MSVENF$,2010-03-03,,,,
MSVENF$,2010-03-04,,,,
MSVENF$,2010-03-05,,,,
MSVENF$,2010-03-08,,,,
MSVENF$,2010-03-09,,,,
MSVENF$,2010-03-10,,,,
MSVENF$,2010-03-11,,,,
MSVENF$,2010-03-12,,,,
MSVENF$,2010-03-15,,,,
MSVENF$,2010-03-16,,,,
MSVENF$,2010-03-17,,,,
MSVENF$,2010-03-18,,,,
MSVENF$,2010-03-19,,,,
MSVENF$,2010-03-22,,,,
MSVENF$,2010-03-23,,,,
MSVENF$,2010-03-24,,,,
MSVENF$,2010-03-25,,,,
MSVENF$,2010-03-26,,,,
MSVENF$,2010-03-29,,,,
MSVENF$,2010-03-30,,,,
MSVENF$,2010-03-31,,,,
MSVENF$,2010-04-01,,,,
MSVENF$,2010-04-02,,,,
MSVENF$,2010-04-05,,,,
MSVENF$,2010-04-06,,,,
MSVENF$,2010-04-07,,,,
MSVENF$,2010-04-08,,,,
MSVENF$,2010-04-09,,,,
MSVENF$,2010-04-12,,,,
MSVENF$,2010-04-13,,,,
MSVENF$,2010-04-14,,,,
MSVENF$,2010-04-15,,,,
MSVENF$,2010-04-16,,,,
MSVENF$,2010-04-19,,,,
MSVENF$,2010-04-20,,,,
MSVENF$,2010-04-21,,,,
MSVENF$,2010-04-22,,,,
MSVENF$,2010-04-23,,,,
MSVENF$,2010-04-26,,,,
MSVENF$,2010-04-27,,,,
MSVENF$,2010-04-28,,,,
MSVENF$,2010-04-29,,,,
MSVENF$,2010-04-30,,,,
MSVENF$,2010-05-03,,,,
MSVENF$,2010-05-04,,,,
MSVENF$,2010-05-05,,,,
MSVENF$,2010-05-06,,,,
MSVENF$,2010-05-07,,,,
MSVENF$,2010-05-10,,,,
MSVENF$,2010-05-11,,,,
MSVENF$,2010-05-12,,,,
MSVENF$,2010-05-13,,,,
MSVENF$,2010-05-14,,,,
MSVENF$,2010-05-17,,,,
MSVENF$,2010-05-18,,,,
MSVENF$,2010-05-19,,,,
MSVENF$,2010-05-20,,,,
MSVENF$,2010-05-21,,,,
MSVENF$,2010-05-24,,,,
MSVENF$,2010-05-25,,,,
MSVENF$,2010-05-26,,,,
MSVENF$,2010-05-27,,,,
MSVENF$,2010-05-28,,,,
MSVENF$,2010-05-31,,,,
MSVENF$,2010-06-01,,,,
MSVENF$,2010-06-02,,,,
MSVENF$,2010-06-03,,,,
MSVENF$,2010-06-04,,,,
MSVENF$,2010-06-07,,,,
MSVENF$,2010-06-08,,,,
MSVENF$,2010-06-09,,,,
MSVENF$,2010-06-10,,,,
MSVENF$,2010-06-11,,,,
MSVENF$,2010-06-14,,,,
MSVENF$,2010-06-15,,,,
MSVENF$,2010-06-16,,,,
MSVENF$,2010-06-17,,,,
MSVENF$,2010-06-18,,,,
MSVENF$,2010-06-21,,,,
MSVENF$,2010-06-22,,,,
MSVENF$,2010-06-23,,,,
MSVENF$,2010-06-24,,,,
MSVENF$,2010-06-25,,,,
MSVENF$,2010-06-28,,,,
MSVENF$,2010-06-29,,,,
MSVENF$,2010-06-30,,,,
MSVENF$,2010-07-01,,,,
MSVENF$,2010-07-02,,,,
MSVENF$,2010-07-05,,,,
MSVENF$,2010-07-06,,,,
MSVENF$,2010-07-07,,,,
MSVENF$,2010-07-08,,,,
MSVENF$,2010-07-09,,,,
MSVENF$,2010-07-12,,,,
MSVENF$,2010-07-13,,,,
MSVENF$,2010-07-14,,,,
MSVENF$,2010-07-15,,,,
MSVENF$,2010-07-16,,,,
MSVENF$,2010-07-19,,,,
MSVENF$,2010-07-20,,,,
MSVENF$,2010-07-21,,,,
MSVENF$,2010-07-22,,,,
MSVENF$,2010-07-23,,,,
MSVENF$,2010-07-26,,,,
MSVENF$,2010-07-27,,,,
MSVENF$,2010-07-28,,,,
MSVENF$,2010-07-29,,,,
MSVENF$,2010-07-30,,,,
MSVENF$,2010-08-02,,,,
MSVENF$,2010-08-03,,,,
MSVENF$,2010-08-04,,,,
MSVENF$,2010-08-05,,,,
MSVENF$,2010-08-06,,,,
MSVENF$,2010-08-09,,,,
MSVENF$,2010-08-10,,,,
MSVENF$,2010-08-11,,,,
MSVENF$,2010-08-12,,,,
MSVENF$,2010-08-13,,,,
MSVENF$,2010-08-16,,,,
MSVENF$,2010-08-17,,,,
MSVENF$,2010-08-18,,,,
MSVENF$,2010-08-19,,,,
MSVENF$,2010-08-20,,,,
MSVENF$,2010-08-23,,,,
MSVENF$,2010-08-24,,,,
MSVENF$,2010-08-25,,,,
MSVENF$,2010-08-26,,,,
MSVENF$,2010-08-27,,,,
MSVENF$,2010-08-30,,,,
MSVENF$,2010-08-31,,,,
MSVENF$,2010-09-01,,,,
MSVENF$,2010-09-02,,,,
MSVENF$,2010-09-03,,,,
MSVENF$,2010-09-06,,,,
MSVENF$,2010-09-07,,,,
MSVENF$,2010-09-08,,,,
MSVENF$,2010-09-09,,,,
MSVENF$,2010-09-10,,,,
MSVENF$,2010-09-13,,,,
MSVENF$,2010-09-14,,,,
MSVENF$,2010-09-15,,,,
MSVENF$,2010-09-16,,,,
MSVENF$,2010-09-17,,,,
MSVENF$,2010-09-20,,,,
MSVENF$,2010-09-21,,,,
MSVENF$,2010-09-22,,,,
MSVENF$,2010-09-23,,,,
MSVENF$,2010-09-24,,,,
MSVENF$,2010-09-27,,,,
MSVENF$,2010-09-28,,,,
MSVENF$,2010-09-29,,,,
MSVENF$,2010-09-30,,,,
MSVENF$,2010-10-01,,,,
MSVENF$,2010-10-04,,,,
MSVENF$,2010-10-05,,,,
MSVENF$,2010-10-06,,,,
MSVENF$,2010-10-07,,,,
MSVENF$,2010-10-08,,,,
MSVENF$,2010-10-11,,,,
MSVENF$,2010-10-12,,,,
MSVENF$,2010-10-13,,,,
MSVENF$,2010-10-14,,,,
MSVENF$,2010-10-15,,,,
MSVENF$,2010-10-18,,,,
MSVENF$,2010-10-19,,,,
MSVENF$,2010-10-20,,,,
MSVENF$,2010-10-21,,,,
MSVENF$,2010-10-22,,,,
MSVENF$,2010-10-25,,,,
MSVENF$,2010-10-26,,,,
MSVENF$,2010-10-27,,,,
MSVENF$,2010-10-28,,,,
MSVENF$,2010-10-29,,,,
MSVENF$,2010-11-01,,,,
MSVENF$,2010-11-02,,,,
MSVENF$,2010-11-03,,,,
MSVENF$,2010-11-04,,,,
MSVENF$,2010-11-05,,,,
MSVENF$,2010-11-08,,,,
MSVENF$,2010-11-09,,,,
MSVENF$,2010-11-10,,,,
MSVENF$,2010-11-11,,,,
MSVENF$,2010-11-12,,,,
MSVENF$,2010-11-15,,,,
MSVENF$,2010-11-16,,,,
MSVENF$,2010-11-17,,,,
MSVENF$,2010-11-18,,,,
MSVENF$,2010-11-19,,,,
MSVENF$,2010-11-22,,,,
MSVENF$,2010-11-23,,,,
MSVENF$,2010-11-24,,,,
MSVENF$,2010-11-25,,,,
MSVENF$,2010-11-26,,,,
MSVENF$,2010-11-29,,,,
MSVENF$,2010-11-30,,,,
MSVENF$,2010-12-01,,,,
MSVENF$,2010-12-02,,,,
MSVENF$,2010-12-03,,,,
MSVENF$,2010-12-06,,,,
MSVENF$,2010-12-07,,,,
MSVENF$,2010-12-08,,,,
MSVENF$,2010-12-09,,,,
MSVENF$,2010-12-10,,,,
MSVENF$,2010-12-13,,,,
MSVENF$,2010-12-14,,,,
MSVENF$,2010-12-15,,,,
MSVENF$,2010-12-16,,,,
MSVENF$,2010-12-17,,,,
MSVENF$,2010-12-20,,,,
MSVENF$,2010-12-21,,,,
MSVENF$,2010-12-22,,,,
MSVENF$,2010-12-23,,,,
MSVENF$,2010-12-24,,,,
MSVENF$,2010-12-27,,,,
MSVENF$,2010-12-28,,,,
MSVENF$,2010-12-29,,,,
MSVENF$,2010-12-30,,,,
MSVENF$,2010-12-31,,,,
MSVENF$,2011-01-03,,,,
MSVENF$,2011-01-04,,,,
MSVENF$,2011-01-05,,,,
MSVENF$,2011-01-06,,,,
MSVENF$,2011-01-07,,,,
MSVENF$,2011-01-10,,,,
MSVENF$,2011-01-11,,,,
MSVENF$,2011-01-12,,,,
MSVENF$,2011-01-13,,,,
MSVENF$,2011-01-14,,,,
MSVENF$,2011-01-17,,,,
MSVENF$,2011-01-18,,,,
MSVENF$,2011-01-19,,,,
MSVENF$,2011-01-20,,,,
MSVENF$,2011-01-21,,,,
MSVENF$,2011-01-24,,,,
MSVENF$,2011-01-25,,,,
MSVENF$,2011-01-26,,,,
MSVENF$,2011-01-27,,,,
MSVENF$,2011-01-28,,,,
MSVENF$,2011-01-31,,,,
MSVENF$,2011-02-01,,,,
MSVENF$,2011-02-02,,,,
MSVENF$,2011-02-03,,,,
MSVENF$,2011-02-04,,,,
MSVENF$,2011-02-07,,,,
MSVENF$,2011-02-08,,,,
MSVENF$,2011-02-09,,,,
MSVENF$,2011-02-10,,,,
MSVENF$,2011-02-11,,,,
MSVENF$,2011-02-14,,,,
MSVENF$,2011-02-15,,,,
MSVENF$,2011-02-16,,,,
MSVENF$,2011-02-17,,,,
MSVENF$,2011-02-18,,,,
MSVENF$,2011-02-21,,,,
MSVENF$,2011-02-22,,,,
MSVENF$,2011-02-23,,,,
MSVENF$,2011-02-24,,,,
MSVENF$,2011-02-25,,,,
MSVENF$,2011-02-28,,,,
MSVENF$,2011-03-01,,,,
MSVENF$,2011-03-02,,,,
MSVENF$,2011-03-03,,,,
MSVENF$,2011-03-04,,,,
MSVENF$,2011-03-07,,,,
MSVENF$,2011-03-08,,,,
MSVENF$,2011-03-09,,,,
MSVENF$,2011-03-10,,,,
MSVENF$,2011-03-11,,,,
MSVENF$,2011-03-14,,,,
MSVENF$,2011-03-15,,,,
MSVENF$,2011-03-16,,,,
MSVENF$,2011-03-17,,,,
MSVENF$,2011-03-18,,,,
MSVENF$,2011-03-21,,,,
MSVENF$,2011-03-22,,,,
MSVENF$,2011-03-23,,,,
MSVENF$,2011-03-24,,,,
MSVENF$,2011-03-25,,,,
MSVENF$,2011-03-28,,,,
MSVENF$,2011-03-29,,,,
MSVENF$,2011-03-30,,,,
MSVENF$,2011-03-31,,,,
MSVENF$,2011-04-01,,,,
MSVENF$,2011-04-04,,,,
MSVENF$,2011-04-05,,,,
MSVENF$,2011-04-06,,,,
MSVENF$,2011-04-07,,,,
MSVENF$,2011-04-08,,,,
