,,DY,RI,PI,MV
MSJORD$,2009-03-19,3.633,261.237,146.063,3081.0
MSJORD$,2009-03-20,3.633,261.237,146.063,3081.0
MSJORD$,2009-03-23,3.633,262.565,146.805,3097.0
MSJORD$,2009-03-24,3.633,269.724,150.808,3181.0
MSJORD$,2009-03-25,3.633,272.829,152.544,3218.0
MSJORD$,2009-03-26,3.633,273.178,152.739,3222.0
MSJORD$,2009-03-27,3.633,273.467,152.901,3226.0
MSJORD$,2009-03-30,3.633,274.691,152.692,3221.0
MSJORD$,2009-03-31,3.706,272.274,151.348,3193.0
MSJORD$,2009-04-01,3.706,273.806,151.795,3202.0
MSJORD$,2009-04-02,3.706,279.33,154.857,3267.0
MSJORD$,2009-04-03,3.706,279.923,155.186,3274.0
MSJORD$,2009-04-06,3.706,284.835,157.909,3331.0
MSJORD$,2009-04-07,3.706,281.766,156.208,3295.0
MSJORD$,2009-04-08,3.706,278.518,154.407,3257.0
MSJORD$,2009-04-09,3.706,276.494,153.285,3234.0
MSJORD$,2009-04-10,3.706,276.494,153.285,3234.0
MSJORD$,2009-04-13,3.706,283.143,156.971,3312.0
MSJORD$,2009-04-14,3.706,282.157,156.425,3300.0
MSJORD$,2009-04-15,3.706,276.674,153.148,3231.0
MSJORD$,2009-04-16,3.706,281.669,155.913,3289.0
MSJORD$,2009-04-17,3.706,281.57,155.858,3288.0
MSJORD$,2009-04-20,3.706,289.125,159.515,3365.0
MSJORD$,2009-04-21,3.706,284.12,156.754,3307.0
MSJORD$,2009-04-22,3.706,285.219,157.361,3320.0
MSJORD$,2009-04-23,3.706,285.573,157.556,3324.0
MSJORD$,2009-04-24,3.706,285.532,157.533,3323.0
MSJORD$,2009-04-27,3.706,283.389,156.23,3296.0
MSJORD$,2009-04-28,3.706,281.019,154.924,3268.0
MSJORD$,2009-04-29,3.706,281.889,155.403,3278.0
MSJORD$,2009-04-30,3.606,281.526,154.439,3258.0
MSJORD$,2009-05-01,3.606,281.526,154.439,3258.0
MSJORD$,2009-05-04,3.606,281.347,154.34,3256.0
MSJORD$,2009-05-05,3.606,283.561,155.555,3282.0
MSJORD$,2009-05-06,3.606,281.186,154.252,3254.0
MSJORD$,2009-05-07,3.606,285.047,156.37,3299.0
MSJORD$,2009-05-08,3.606,285.188,156.447,3300.0
MSJORD$,2009-05-11,3.606,296.368,162.581,3430.0
MSJORD$,2009-05-12,3.606,292.073,160.224,3380.0
MSJORD$,2009-05-13,3.606,292.73,160.585,3388.0
MSJORD$,2009-05-14,3.606,294.745,161.69,3411.0
MSJORD$,2009-05-15,3.606,295.141,161.907,3416.0
MSJORD$,2009-05-18,3.606,294.979,161.819,3414.0
MSJORD$,2009-05-19,3.606,301.831,165.577,3493.0
MSJORD$,2009-05-20,3.606,305.407,167.539,3534.0
MSJORD$,2009-05-21,3.606,307.599,168.741,3560.0
MSJORD$,2009-05-22,3.606,307.664,168.777,3561.0
MSJORD$,2009-05-25,3.606,304.927,167.276,3529.0
MSJORD$,2009-05-26,3.606,300.914,165.074,3482.0
MSJORD$,2009-05-27,3.606,305.628,167.66,3537.0
MSJORD$,2009-05-28,3.606,301.613,165.458,3491.0
MSJORD$,2009-05-29,2.491,301.933,165.633,3494.0
MSJORD$,2009-06-01,2.491,311.132,170.68,3317.0
MSJORD$,2009-06-02,2.491,323.556,177.495,3450.0
MSJORD$,2009-06-03,2.491,316.255,173.49,3372.0
MSJORD$,2009-06-04,2.491,318.537,174.742,3396.0
MSJORD$,2009-06-05,2.491,318.852,174.915,3399.0
MSJORD$,2009-06-08,2.491,309.442,169.753,3299.0
MSJORD$,2009-06-09,2.491,309.923,170.016,3304.0
MSJORD$,2009-06-10,2.491,312.218,171.275,3329.0
MSJORD$,2009-06-11,2.491,308.0,168.961,3284.0
MSJORD$,2009-06-12,2.491,307.695,168.794,3280.0
MSJORD$,2009-06-15,2.491,305.889,167.803,3261.0
MSJORD$,2009-06-16,2.491,303.938,166.733,3240.0
MSJORD$,2009-06-17,2.491,300.5,164.847,3204.0
MSJORD$,2009-06-18,2.491,296.0,162.379,3156.0
MSJORD$,2009-06-19,2.491,296.0,162.379,3156.0
MSJORD$,2009-06-22,2.491,296.813,162.825,3164.0
MSJORD$,2009-06-23,2.491,290.05,159.115,3092.0
MSJORD$,2009-06-24,2.491,284.679,156.168,3035.0
MSJORD$,2009-06-25,2.491,279.361,153.251,2978.0
MSJORD$,2009-06-26,2.491,279.263,153.197,2977.0
MSJORD$,2009-06-29,2.491,280.856,154.071,2994.0
MSJORD$,2009-06-30,3.01,282.581,155.017,3013.0
MSJORD$,2009-07-01,3.01,285.636,156.693,3045.0
MSJORD$,2009-07-02,3.01,285.186,156.446,3041.0
MSJORD$,2009-07-03,3.01,285.488,156.612,3044.0
